3285;Snake Pass;2017;Sumo Digital;
3286;Sniper Elite;2005;Rebellion Developments;
3287;Sniper: Ghost Warrior;2010;City Interactive;
3288;Snood;1996;David M. Dobson;
3289;Snoopy vs. the Red Baron;2006;Smart Bomb Interactive;
3290;Snow;2003;Studio Mebius;
3291;So Blonde;2008;Wizarbox;
3292;SODA Off-Road Racing;1997;Software Allies;
3293;Solar Ash;2021;Heart Machine;
3294;Solar Crusade;1996;Infogrames;
3295;Soldat;2002;"Nick ""EnEsCe"" Cooper, Michal Marcinkowski";
3296;Soldier of Fortune;2000;Raven Software;
3297;Soldier of Fortune II: Double Helix;2002;Raven Software;
3298;Soldier of Fortune: Payback;2007;Cauldron HQ;
3299;Soldiers at War;1998;Random Games;
3300;Soldiers: Heroes of World War II;2004;Best Way;
3301;Söldner: Secret Wars;2004;Wings Simulations;
3302;Söldner-X: Himmelsstürmer;2007;SideQuest Studios;
3303;Solein;2009;ACID.Games;
3304;Sonic & Knuckles Collection;1997;Sonic Team;
3305;Sonic 3D;1997;Traveller's Tales, Sega;
3306;Sonic Adventure 2;2012;Sonic Team;
3307;Sonic Adventure DX: Director's Cut;1998;Sonic Team;
3308;Sonic CD;1996;Sonic Team, Sega PC;
3309;Sonic CD;2012;Christian Whitehead;
3310;Sonic Dash;2014;Hardlight;
3311;Sonic Dreams Collection;2015;Arcane Kids;
3312;Sonic Forces;2017;Sonic Team;
3313;Sonic Generations;2011;Devil's Detail;
3314;Sonic Heroes;2003;Sega Studio USA;
3315;Sonic Lost World;2015;Sonic Team, Sega of Europe;
3316;Sonic Mania;2017;Headcannon, PagodaWest Games;
3317;Sonic Mega Collection;2002;Sonic Team, VR-1 Japan, Inc., Comolink Inc.;
3318;Sonic R;1997;Traveller's Tales;
3319;Sonic Riders;2006;Sonic Team;
3320;Sonic the Hedgehog;2010;Sonic Team;
3321;Sonic the Hedgehog 2;2011;Sonic Team;
3322;Sonic the Hedgehog 4: Episode I;2010;Dimps, Sonic Team;
3323;Sonic the Hedgehog 4: Episode II;2012;Dimps, Sonic Team;
3324;Sonic's Schoolhouse;1996;Orion Interactive;
3325;Sorry!;1998;Hasbro Interactive;
3326;Soul Link;2004;Navel;
3327;Soul of the Ultimate Nation;2007;Webzen;
3328;Soul Reaver 2;2001;Crystal Dynamics;
3329;Soulbringer;2000;Infogrames;
3330;SourceForts;2005;SourceForts Mod Team;
3331;South Park;1998;Iguana Entertainment;
3332;South Park Rally;1999;Tantalus Interactive;
3333;South Park: Chef's Luv Shack;1999;Acclaim Entertainment;
3334;Space Ace;2007;Digital Leisure Inc.;
3335;Space Bunnies Must Die!;1998;Ripcord Games;
3336;Space Chimps;2008;Wicked Witch Software;
3337;Space Colony;2003;Firefly Studios;
3338;Space Combat;2004;Laminar Research;
3339;Space Empires III;1997;Malfador Machinations;
3340;Space Empires IV;2000;Malfador Machinations;
3341;Space Empires V;2006;Malfador Machinations;
3342;Space Empires: Starfury;2003;Malfador Machinations;
3343;Space Giraffe;2007;Llamasoft;
3344;Space Girl;1998;Realtech VR;
3345;Space Hulk: Vengeance of the Blood Angels;1995;Key Game;
3346;Space Invaders X;2000;Z-Axis;
3347;Space Pirates;2008;American Laser Games, Inc.;
3348;Space Quest 6: Roger Wilco in The Spinal Frontier;1995;Sierra Entertainment;
3349;Space Rangers;2002;Elemental Games;
3350;Space Rangers 2: Dominators;2004;Elemental Games;
3351;Space Shuttle Mission 2007;2008;Exciting Simulations;
3352;Space Siege;2008;Gas Powered Games;
3353;SpaceChem;2011;Zachtronics Industries;
3354;Spaceward Ho!;1990;Delta Tao Software;
3355;Special Force 2: Tale of the Truthful Pledge;2007;Central Internet Bureau;
3356;Special Permit: The Expansion Pack for Cabela's Big Game Hunter;1998;HeadGames Publishing;
3357;Spectromancer;2008;Apus Software, Three Donkeys LLC;
3358;Speed Challenge: Jacques Villeneuve's Racing Vision;2002;Ubisoft;
3359;Speed Demons;1999;EMG;
3360;Speed Devils;1999;Ubisoft;
3361;Speedball 2 Tournament;2007;Kylotonn;
3362;Speedboat Attack;1997;Criterion Studios;
3363;Spellbound!;1998;The Learning Company;
3364;Spellcross;1998;Cauldron Ltd.;
3365;SpellForce 2: Dragon Storm;2007;Phenomic;
3366;SpellForce 2: Shadow Wars;2006;Phenomic;
3367;SpellForce: Shadow of the Phoenix;2005;Phenomic Game Development;
3368;SpellForce: The Breath of Winter;2004;Phenomic Game Development;
3369;SpellForce: The Order of Dawn;2003;Phenomic Game Development;
3370;Spelunky;2008;Derek Yu;
3371;Spider-Man;2000;Neversoft;
3372;Spider-Man;2002;Treyarch, Digital Eclipse Software;
3373;Spider-Man 2;2004;Treyarch, The Fizz Factor, Vicarious Visions, Digital Eclipse, Backbone Entertainment, Aspyr Media;
3374;Spider-Man Cartoon Maker;1995;Instinct Corporation;
3375;Spider-Man: Friend or Foe;2007;Beenox;
3376;Spider-Man: Web of Shadows;2008;Amaze Entertainment;
3377;Split/Second;2010;Black Rock Studio;
3378;SpongeBob SquarePants Movie;2004;AWE Games;
3379;SpongeBob SquarePants: Battle for Bikini Bottom;2003;AWE Games, Heavy Iron Studios, Vicarious Visions;
3380;SpongeBob SquarePants: Employee of the Month;2002;AWE Games;
3381;SpongeBob SquarePants: Lights, Camera, Pants!;2005;AWE Games, THQ Studio Australia, WayForward Technologies;
3382;SpongeBob SquarePants: Operation Krabby Patty;2001;AWE Games;
3383;Spore;2008;Maxis;
3384;Spore Creature Creator;2008;Maxis;
3385;Spore Galactic Adventures;2009;Maxis;
3386;Sports Car GT;1999;Image Space Incorporated;
3387;Spring project;2009;Swedish Yankspankers;
3388;"Spy Fox 2: ""Some Assembly Required""";1999;Humongous Entertainment;
3389;"Spy Fox 3: ""Operation Ozone""";2001;Humongous Entertainment;
3390;"Spy Fox in ""Dry Cereal""";1997;Humongous Entertainment;
3391;Spycraft: The Great Game;1996;Activision;
3392;SpyHunter;2001;Paradigm Entertainment, Point of View, Inc., Sidhe Interactive;
3393;SpyHunter 2;2003;Angel Studios;
3394;Stacked with Daniel Negreanu;2006;5000ft;
3395;Stair Dismount;2002;Jetro Lauha;
3396;Stalin vs. Martians;2009;Black Wing Foundation;
3397;Stalingrad;2005;DTF Games;
3398;Star Defender Series;2005;Awem studio;
3399;Star General;1996;Catware;
3400;Star Trek DAC;2009;Naked Sky Entertainment, Bad Robot Interactive;
3401;Star Trek Generations;1997;Microprose;
3402;Star Trek Online;2010;Cryptic Studios;
3403;Star Trek: Armada;2000;Activision, Mad Doc Software;
3404;Star Trek: Armada II;2001;Mad Doc Software;
3405;Star Trek: Away Team;2001;Reflexive Entertainment;
3406;Star Trek: Borg;1996;Simon & Schuster;
3407;Star Trek: Bridge Commander;2002;Totally Games;
3408;Star Trek: ConQuest Online;2000;Genetic Anomalies;
3409;Star Trek: Deep Space Nine: Dominion Wars;2001;Gizmo Games;
3410;Star Trek: Deep Space Nine: The Fallen;2000;The Collective;
3411;Star Trek: Elite Force II;2003;Ritual Entertainment;
3412;Star Trek: Hidden Evil;1999;Presto Studios;
3413;Star Trek: Klingon Academy;2000;14 Degrees East;
3414;Star Trek: Legacy;2006;Mad Doc Software;
3415;Star Trek: New Worlds;2000;14 Degrees East;
3416;Star Trek: Starfleet Academy;1997;StarFleet Academy Software, Interplay, High Voltage Software;
3417;Star Trek: Starfleet Command;1999;Interplay Entertainment;
3418;Star Trek: Starfleet Command II: Empires at War;2000;Taldren;
3419;Star Trek: Starfleet Command III;2002;Taldren;
3420;Star Trek: Starfleet Command: Orion Pirates;2001;Taldren;
3421;Star Trek: Starship Creator;1998;Imergy;
3422;Star Trek: Starship Creator Warp II;2000;Imergy;
3423;Star Trek: The Next Generation: Birth of the Federation;1999;Microprose;
3424;Star Trek: The Next Generation: Klingon Honor Guard;1998;MicroProse;
3425;Star Trek: Voyager – Elite Force;2000;Raven Software;
3426;Star Warped;1997;Parroty Interactive;
3427;Star Wars Episode I: Racer;1999;LucasArts;
3428;Star Wars Episode I: The Phantom Menace;1999;Big Ape Productions;
3429;Star Wars Galaxies;2003;Sony Online Entertainment;
3430;Star Wars Galaxies: Episode III Rage of the Wookiees;2005;Sony Online Entertainment;
3431;Star Wars Galaxies: Jump to Lightspeed;2004;Sony Online Entertainment;
3432;Star Wars Jedi Knight II: Jedi Outcast;2002;Raven Software, Vicarious Visions;
3433;Star Wars Jedi Knight: Dark Forces II;1997;LucasArts;
3434;Star Wars Jedi Knight: Jedi Academy;2003;Raven Software;
3435;Star Wars Jedi Knight: Mysteries of the Sith;1998;LucasArts;
3436;Star Wars Jedi: Fallen Order;2019;Respawn Entertainment;
3437;Star Wars: Battlefront;2004;Pandemic Studios;
3438;Star Wars: Battlefront II;2005;Pandemic Studios;
3439;Star Wars: Behind the Magic;1998;LucasArts;
3440;Star Wars: Droid Works;1998;Lucas Learning;
3441;Star Wars: Empire at War;2006;Petroglyph Games;
3442;Star Wars: Empire at War: Forces of Corruption;2006;Petroglyph;
3443;Star Wars: Episode I: Battle for Naboo;2000;Factor 5, LucasArts;
3444;Star Wars: Force Commander;2000;LucasArts, Ronin Entertainment;
3445;Star Wars: Galactic Battlegrounds;2001;LucasArts, Ensemble Studios;
3446;Star Wars: Knights of the Old Republic;2003;BioWare;
3447;Star Wars: Knights of the Old Republic II – The Sith Lords;2004;Obsidian Entertainment;
3448;Star Wars: Rebellion;1998;Coolhand Interactive;
3449;Star Wars: Republic Commando;2005;LucasArts;
3450;Star Wars: Rogue Squadron;1998;Factor 5, LucasArts;
3451;Star Wars: Shadows of the Empire;1997;LucasArts;
3452;Star Wars: Starfighter;2001;LucasArts;
3453;Star Wars: The Clone Wars – Republic Heroes;2009;Krome Studios;
3454;Star Wars: The Force Unleashed;2008;LucasArts;
3455;Star Wars: The Old Republic;2011;BioWare;
3456;Star Wars: TIE Fighter;2001;Totally Games;
3457;Star Wars: TIE Fighter (Collector's CD-ROM);2001;Totally Games;
3458;Star Wars: X-Wing (Collector's CD-ROM);2000;Totally Games;
3459;Star Wars: X-Wing Alliance;1999;Totally Games;
3460;Star Wars: X-Wing Collector Series;1998;Totally Games;
3461;Star Wars: X-Wing Trilogy;2000;LucasArts;
3462;Star Wars: X-Wing vs. TIE Fighter;1997;Totally Games;
3463;Star Wars: X-Wing Vs. TIE Fighter - Balance of Power Campaigns;1997;Totally Games;
3464;Star Wars: Yoda Stories;1997;LucasArts;
3465;Star Wolves;2004;X-bow Software;
3466;StarCraft;1998;Blizzard Entertainment;
3467;StarCraft II: Heart of the Swarm;2013;Blizzard Entertainment;
3468;StarCraft II: Legacy of the Void;2015;Blizzard Entertainment;
3469;StarCraft II: Wings of Liberty;2010;Blizzard Entertainment;
3470;StarCraft: Brood War;1998;Saffire, Blizzard Entertainment;
3471;StarFlyers: Alien Space Chase;2002;The Learning Company;
3472;StarFlyers: Royal Jewel Rescue;2002;The Learning Company;
3473;Stargate Worlds;2009;Cheyenne Mountain Entertainment;
3474;Starlancer;2000;Digital Anvil;
3475;StarPeace;2000;Oceanus Communications;
3476;Starport: Galactic Empires;2004;PlayTechTonics;
3477;StarQuest Online;2007;Castle Thorn Software LLC;
3478;Stars!;1995;Jeff Johnson, Jeff McBride;
3479;Starscape;2004;Moonpod;
3480;Starshatter: The Gathering Storm;2006;Destroyer Studios;
3481;Starship Titanic;1998;The Digital Village;
3482;Starship Troopers;2005;Strangelite;
3483;Starship Troopers: Terran Ascendancy;2000;Blue Tongue Entertainment;
3484;Starsiege;1999;Dynamix;
3485;Starsky & Hutch;2003;Mind's Eye Productions;
3486;Startopia;2001;Mucky Foot Productions;
3487;State of Emergency;2002;VIS Entertainment;
3488;State of War;2001;Cypron Studios;
3489;Stay Tuned for Danger;1999;Her Interactive;
3490;STCC – The Game;2008;SimBin Studios;
3491;Steel Panthers: World at War;2000;Matrix Games;
3492;Steer Madness;2004;Veggie Games Inc;
3493;Steins - Gate;2010;5pb., Nitroplus;
3494;Steins - Gate 0;2016;5pb.;
3495;Steins - Gate Elite;2019;5pb.;
3496;Steins - Gate: Linear Bounded Phenogram;2019;5pb.;
3497;Steins - Gate: Variant Space Octet;2011;5pb.;
3498;Stellar Frontier;1997;Drengin.net, SF.net;
3499;Stephen King's F13;2000;Presto Studios;
3500;Steven Spielberg's Director's Chair;1996;Knowledge Adventure;
3501;Still Life;2005;Microids;
3502;Still Life 2;2009;Gameco Studios;
3503;Stolen;2005;Blue 52;
3504;Storm: Frontline Nation;2009;Colossai Studios;
3505;Stormrise;2009;The Creative Assembly;
3506;Stranger;2008;Fireglow Games;
3507;Stranglehold;2007;Midway Chicago;
3508;Strategic Command: European Theater;2002;Fury Software;
3509;Strategy Challenges Collection 2: In the Wild;1997;Edmark;
3510;Street Fighter 30th Anniversary Collection;2018;Capcom;
3511;Street Fighter Alpha;1995;Capcom;
3512;Street Fighter Alpha 2;1996;Capcom;
3513;Street Fighter IV;2008;Dimps, Capcom;
3514;Street Hacker;2004;VirtuWeb Interactive;
3515;Street Racing Syndicate;2004;Eutechnyx, Streamline Studios;
3516;Streets of SimCity;1997;Maxis;
3517;Strike Fighters 2;2008;Third Wire Productions;
3518;Strike Fighters 2: Vietnam;2009;Third Wire Productions;
3519;Strike Fighters: Project 1;2002;Third Wire Productions;
3520;Strong Bad's Cool Game for Attractive People;2008;Telltale Games;
3521;Stronghold;2001;Firefly Studios;
3522;Stronghold 2;2005;Firefly Studios;
3523;Stronghold Legends;2006;Firefly Studios;
3524;Stronghold: Crusader;2002;Firefly Studios;
3525;Stronghold: Crusader Extreme;2008;Firefly Studios;
3526;Stubbs the Zombie in Rebel Without a Pulse;2005;Wideload Games;
3527;Stunt GP;2001;Team17;
3528;Stupid Invaders;2000;Ubi Soft;
3529;Su-27 Flanker;1996;Eagle Dynamics;
3530;Sub Culture;1997;Criterion Studios;
3531;Subarashiki Hibi;2010;KeroQ;
3532;Submarine TITANS;2000;Ellipse Studios;
3533;Subterranean Animism;2008;Team Shanghai Alice;
3534;Sudeki;2005;Climax Group;
3535;Summer Athletics;2008;49Games;
3536;Summer Session;2008;Hanako Games, Tycoon Games;
3537;Summoner;2000;Volition;
3538;SunAge;2007;Vertex4;
3539;Super Amazing Wagon Adventure Turbo;2013;sparsevector;
3540;Super Animal Royale;2021;Pixile Studios;
3541;Super Bubble Pop;2002;Zombie Studios;
3542;Super Columbine Massacre RPG!;2005;Danny Ledonne;
3543;Super Cosplay War Ultra;2004;Team FK;
3544;Super Lucky's Tale;2017;Playful;
3545;Super Match Soccer;1998;Cranberry Source;
3546;Super Meat Boy;2010;Team Meat;
3547;Super Puzzle Bobble;2000;Taito;
3548;Super Puzzle Fighter II Turbo;2007;Capcom;
3549;Superball Arcade;2003;Cheeky Monkey Software;
3550;Supercar Street Challenge;2001;Exakt Entertainment;
3551;SuperPower 2;2004;GolemLabs;
3552;Superstars V8 Racing;2009;Milestone srl;
3553;Supreme Commander;2007;Gas Powered Games;
3554;Supreme Commander 2;2010;Gas Powered Games;
3555;Supreme Commander: Forged Alliance;2007;Gas Powered Games;
3556;Supreme Ruler 2010;2005;BattleGoat Studios;
3557;Supreme Ruler 2020;2008;BattleGoat Studios;
3558;Supreme Warrior;1994;Digital Pictures;
3559;Surf's Up;2007;Ubisoft Quebec;
3560;Survival Crisis Z;2004;Ska Studios;
3561;Survival Project;2003;IO Entertainment;
3562;Survival: The Ultimate Challenge;2001;Techland Software;
3563;Suzuki Alstare Extreme Racing;1999;Criterion Games;
3564;Sven Co-op;1999;Sven Co-op Team;
3565;Swamp Buggy Racing;2000;Daylight Productions;
3566;Swarm;1998;Reflexive Entertainment;
3567;SWAT 3: Close Quarters Battle;1999;Sierra Northwest;
3568;SWAT 4;2005;Irrational Games;
3569;Swing;1997;Software 2000;
3570;Switchball;2007;Atomic Elbow;
3571;Sword of the Stars;2006;Kerberos Productions;
3572;Sword of the Stars: Born of Blood;2007;Kerberos Productions;
3573;Syberia;2002;Microids;
3574;Syberia II;2004;MC2-Microids;
3575;Syberia III;2010;Microids;
3576;Sydney 2000;2000;Attention to Detail;
3577;Sydney Mystery, The;2003;Twilight Software;
3578;Symbiocom;1998;Istvan Pely Productions;
3579;Synthesia;2008;Nicholas Piegdon;
3580;System Shock 2;1999;Irrational Games, Looking Glass Studios;
3581;System Shock: Enhanced Edition;2015;Looking Glass Studios, Night Dive Studios;
3582;Tabloid Tycoon;2005;ValuSoft;
3583;Tabula Rasa;2007;Destination Games;
3584;Tachyon: The Fringe;2000;NovaLogic;
3585;Tactical Operations II: Beyond Destruction;1996;MIND MultiMedia;
3586;Tactical Ops: Assault on Terror;1999;Kamehan Studios;
3587;Taito Legends;2005;Taito;
3588;Taito Legends 2;2007;Taito;
3589;Take No Prisoners;1997;Raven Software;
3590;Takeda;2001;Magitech;
3591;Tales of Eternia Online;2006;Namco, Dwango;
3592;Tales of Monkey Island;2009;Telltale Games;
3593;Talvisota: Icy Hell;2007;Blitzfront Game Studio;
3594;Tanarus;1997;Verant Interactive;
3595;Tank Universal;2008;Dialogue Design;
3596;Taptiles;2012;Arkadium;
3597;Tarr Chronicles;2007;Quazar Studio;
3598;Tasogare;2001;Leaf;
3599;Tasty Blue;2015;Dingo Games;
3600;Team Apache;1998;Simis;
3601;Team Fortress;1996;Team Fortress Software;
3602;Team Fortress 2;2007;Valve;
3603;Team Fortress Classic;1999;Valve;
3604;Team Sonic Racing;2019;Sumo Digital;
3605;Teenage Mutant Ninja Turtles;2003;Konami;
3606;Teenage Mutant Ninja Turtles 2: Battle Nexus;2004;Konami;
3607;Teenage Mutant Ninja Turtles: Mutant Melee;2005;Konami;
3608;Telengard;2002;Travis Baldree;
3609;Tempest 2000;1994;Atari, Llamasoft;
3610;Temple of Elemental Evil, The;2003;Troika Games;
3611;Temüjin;1997;SouthPeak Games;
3612;Ten Desires;2011;Team Shanghai Alice;
3613;Ten Pin Alley;1996;Adrenalin Entertainment;
3614;Terminator 3: War of the Machines;2004;Clever's Games;
3615;Terminator Salvation;2009;GRIN;
3616;Terminator: Dark Fate – Defiance;2022;Cats Who Play;
3617;Terminus;2000;Vicarious Visions;
3618;Terracide;1997;Simis;
3619;TerraFire;2000;ORT Software;
3620;Terraria;2011;Re-Logic;
3621;Terrawars: New York Invasion;2006;Ladyluck Digital Media;
3622;Terroid;1996;Digital Nightmares;
3623;Test Drive;2002;Pitbull Syndicate;
3624;Test Drive 4;1996;Pitbull Syndicate;
3625;Test Drive 5;1998;Pitbull Syndicate;
3626;Test Drive 6;1999;Pitbull Syndicate;
3627;Test Drive Off-Road;1997;Elite Systems;
3628;Test Drive Off-Road 2;1998;Accolade;
3629;Test Drive Off-Road 3;1999;Infogrames North America;
3630;Test Drive Unlimited;2006;Eden Games;
3631;Test Drive Unlimited 2;2011;Eden Games;
3632;TetriNET;1997;St0rmCat;
3633;Tetris Worlds;2001;Radical Entertainment, Blue Planet Software, 3d6 Games;
3634;Tex Murphy: Overseer;1998;Access Software;
3635;The Adventures of Fatman;2003;Socko! Entertainment;
3636;The Adventures of Lomax;1996;Psygnosis;
3637;The Agency: Cover Ops;2010;Sony Online Entertainment;
3638;The Amazon Trail;1996;MECC;
3639;The Ant Bully;2006;Artificial Mind and Movement;
3640;The Banner Saga;2014;Stoic Studio;
3641;The Banner Saga 2;2016;Stoic Studio;
3642;The Banner Saga 3;2018;Stoic Studio;
3643;The Bard's Tale;2004;InXile Entertainment;
3644;The Basement Collection;2012;Edmund McMillen and Tyler Glaiel;
3645;The Beast Within: A Gabriel Knight Mystery;1995;Sierra On-Line;
3646;The Binding of Isaac: Rebirth;2014;Nicalis;
3647;The Binding of Issac;2011;Edmund McMillen and Florian Himsl;
3648;The Binding of Issac: Wrath of the Lamb;2012;Edmund McMillen and Florian Himsl;
3649;The Bizarre Adventures of Woodruff and the Schnibble;1994;Coktel Vision;
3650;The Blair Witch Project;2000;Ritual Entertainment;
3651;The Book of Unwritten Tales;2009;King Art;
3652;The Cameron Files: Pharaoh's Curse;2002;Galilea;
3653;The Cameron Files: Secret at Loch Ness;2001;Galilea;
3654;The Chronicles of Narnia: Prince Caspian;2008;Traveller's Tales;
3655;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;2005;Traveller's Tales;
3656;The Chronicles of Riddick: Assault on Dark Athena;2009;Starbreeze Studios;
3657;The Chronicles of Riddick: Escape from Butcher Bay;2004;Starbreeze Studios;
3658;The Chronicles of Shakespeare: A Midsummer Night's Dream;2011;Daedalic Entertainment;
3659;The Chronicles of Shakespeare: Romeo & Juliet;2010;Daedalic Entertainment;
3660;The Chronicles of Spellborn;2008;Spellborn International;
3661;The Circus;1995;Matra Hachette;
3662;The City Beneath;2007;Caravel Games;
3663;The Club;2008;Bizarre Creations;
3664;The ClueFinders 3rd Grade Adventures: The Mystery of Mathra;1997;The Learning Company;
3665;The ClueFinders 4th Grade Adventures: Puzzle of the Pyramid;1998;The Learning Company;
3666;The ClueFinders 5th Grade Adventures: The Secret of the Living Volcano;1999;The Learning Company;
3667;The ClueFinders 6th Grade Adventures: The Empire of the Plant People;1999;The Learning Company;
3668;The ClueFinders Math Adventures;1999;The Learning Company;
3669;The ClueFinders Reading Adventures;1999;The Learning Company;
3670;The ClueFinders Search and Solve Adventures;2000;The Learning Company;
3671;The ClueFinders: Mystery Mansion Arcade;2002;The Learning Company;
3672;The ClueFinders: The Incredible Toy Store Adventure!;2001;The Learning Company;
3673;The Continuum;1997;Seven Lights;
3674;The Corporate Machine;2001;Stardock;
3675;The Creature of Kapu Cave;2006;Her Interactive;
3676;The Crystal Key;1999;Earthlight Productions;
3677;The Curse of Monkey Island;1997;LucasArts;
3678;The Da Vinci Code;2006;The Collective;
3679;The Dark Eye: Chains of Satinav;2012;Daedalic Entertainment;
3680;The Dark Eye: Demonicon;2013;Noumena Studios;
3681;The Dark Eye: Memoria;2013;Daedalic Entertainment;
3682;The Deer God;2014;Crescent Moon Games;
3683;The Devil Inside;2000;Gamesquad;
3684;The Elder Scrolls III: Bloodmoon;2003;Bethesda Softworks;
3685;The Elder Scrolls III: Morrowind;2002;Bethesda Game Studios;
3686;The Elder Scrolls III: Tribunal;2002;Bethesda Softworks;
3687;The Elder Scrolls IV: Oblivion;2006;Bethesda Softworks;
3688;The Elder Scrolls IV: Shivering Isles;2007;Bethesda Softworks;
3689;The Elder Scrolls V: Skyrim;2011;Bethesda Game Studios;
3690;The Embodiment of Scarlet Devil;2002;Team Shanghai Alice;
3691;The F.A. Premier League Football Manager 2000;1999;EA UK;
3692;The F.A. Premier League Football Manager 2001;2000;EA UK;
3693;The F.A. Premier League Football Manager 2002;2002;EA UK;
3694;The F.A. Premier League Football Manager 99;1998;EA UK;
3695;The Fairly OddParents: Breakin' Da Rules;2003;Blitz Games;
3696;The Fairly OddParents: Shadow Showdown;2004;ImaginEngineBlitz Games;
3697;The Fairyland Story;1997;Tokai Communications;
3698;The Fifth Element;1998;Kalisto;
3699;The Final Scene;2001;Her Interactive;
3700;The Fool and His Money;2009;Cliff Johnson;
3701;The Forgotten Realms Archives;1997;Strategic Simulations, Inc.;
3702;The Godfather II;2009;EA Redwood Shores;
3703;The Golden Compass;2007;Shiny Entertainment;
3704;The Great Escape;2003;Pivotal Games;
3705;The Grim Adventures of Billy & Mandy;2006;High Voltage Software;
3706;The Guild 2;2006;4HEAD Studios;
3707;The Guy Game;2004;Topheavy Studios;
3708;The Hardy Boys: The Hidden Theft;2008;JoWooD;
3709;The Haunted Carousel;2003;Her Interactive;
3710;The Hell in Vietnam;2007;DTP Entertainment;
3711;The History Channel: Civil War - A Nation Divided;2006;Cauldron HQ;
3712;The Hive;1995;Rainbow America;
3713;The Hobbit;2003;Inevitable Entertainment;
3714;The House of the Dead;1998;Wow Entertainment;
3715;The House of the Dead 2;1999;Wow Entertainment;
3716;The House of the Dead III;2002;Wow Entertainment;
3717;The Incredible Hulk;2008;Edge of Reality;
3718;The Incredible Machine 2;1995;Dynamix;
3719;The Incredibles;2004;Heavy Iron Studios;
3720;The Incredibles: Rise of the Underminer;2005;Yuke's, Pacific Coast Power & Light;
3721;The Incredibles: When Danger Calls;2004;ImaginEngine;
3722;The Italian Job;2001;Pixelogic;
3723;The Italian Job;2003;Climax Group;
3724;The Journeyman Project 2: Buried in Time;1995;Presto Studios;
3725;The Journeyman Project 3: Legacy of Time;1998;Presto Studios;
3726;The Labyrinth of Time;2004;Wyrmkeep Entertainment Co.;
3727;The Labyrinth Plus! Edition;2001;NonStop Entertainment;
3728;The Last Express;1997;Smoking Car Productions;
3729;The Last Outpost;2009;Refulgent Games;
3730;The Last Remnant;2008;Square Enix;
3731;The Legend of Heroes V: A Cagesong of the Ocean;1999;Nihon Falcom Corporation;
3732;The Legend of Heroes: Trails of Cold Steel II;2014;Nihon Falcom;
3733;The Legend of Mir 2;2001;WeMade Entertainment;
3734;The Legend of Sword and Fairy;1995;Softstar Entertainment Inc.;
3735;The Lego Movie Videogame;2014;TT Games, TT Fusion;
3736;The Longest Journey;1999;Funcom;
3737;The Lost Mind of Dr. Brain;1994;Sierra Entertainment;
3738;The Matrix Online;2005;Monolith Productions;
3739;The Matrix: Path of Neo;2005;Shiny Entertainment;
3740;The Maw;2009;Twisted Pixel Games;
3741;The Messenger;2001;Canal+ Multimedia, Index+;
3742;The Messenger;2018;Sabotage Studio;
3743;The Moment of Silence;2004;House of Tales;
3744;The Movies;2005;Lionhead Studios;
3745;The Movies: Stunts & Effects;2006;Lionhead Studios;
3746;The Mystery of the Druids;2001;House of Tales Entertainment;
3747;The Nations;2001;JoWooD Productions;
3748;The Neverhood;1996;The Neverhood, Inc.;
3749;The New Adventures of the Time Machine;2000;Cryo Interactive;
3750;The Office;2009;MumboJumbo;
3751;The Omega Stone;2003;Omni Creative;
3752;The Operative: No One Lives Forever;2000;Monolith Productions;
3753;The Orange Box;2007;Valve;
3754;The Oregon Trail;1996;MECC;
3755;The Oregon Trail 3rd Edition;1997;MECC;
3756;The Oregon Trail 4th Edition;2001;MECC;
3757;The Oregon Trail II;1995;MECC;
3758;The Orion Conspiracy;1995;Divide By Zero;
3759;The Outforce;2000;O3 Games;
3760;The Pandora Directive;1996;Access Software;
3761;The Path;2009;Tale of Tales;
3762;The Phantom of Venice;2008;Her Interactive;
3763;The Polar Express;2004;Blue Tongue Entertainment;
3764;The Political Machine;2004;Stardock;
3765;The Political Machine 2008;2008;Stardock;
3766;The Princess Bride Game;2008;Worldwide Biggies;
3767;The Princess Escape;2007;Blue Renderer Production Studio;
3768;The Punisher;2004;Volition;
3769;The Quest;1995;KidSoft, L.L.C.;
3770;The Quest;2016;Redshift;
3771;The Quivering;1998;Charybdis;
3772;The Realm Online;1996;Sierra On-Line, Codemasters, Norseman Games;
3773;The Saboteur;2009;Pandemic Studios;
3774;The Saga of Ryzom;2004;Winch Gate;
3775;The Secret of Monkey Island: Special Edition;2009;LucasArts;
3776;The Secret of Shadow Ranch;2004;Her Interactive;
3777;The Secret of the Nautilus;2001;Cryo Interactive;
3778;The Secrets of Atlantis: The Sacred Legacy;2007;The Adventure Company;
3779;The Settlers II;2006;Blue Byte;
3780;The Settlers III;1998;Blue Byte;
3781;The Settlers III: Quest of the Amazons;1999;Blue Byte;
3782;The Settlers IV;2001;Blue Byte;
3783;The Settlers: Heritage of Kings;2005;Blue Byte;
3784;The Settlers: Rise of an Empire;2007;Blue Byte;
3785;The Shield;2007;Point of View, Inc.;
3786;The Ship;2006;Outerlight;
3787;The SimCity Box;2008;Maxis;
3788;The Simpsons Cartoon Studio;1996;Big Top Productions;
3789;The Simpsons: Hit & Run;2003;Radical Entertainment;
3790;The Simpsons: Virtual Springfield;1997;Digital Evolution;
3791;The Sims;2000;Maxis;
3792;The Sims 2;2004;Maxis;
